"gender","yb","province","db","mb","educ"
"FEMALE","1951","Lodzkie","8","1","POST-SECONDARY"
"FEMALE","1945","Lodzkie","28","4","VOCATIONAL"
"FEMALE","1991","Lodzkie","15","2","SECONDARY GENERAL"
"FEMALE","1933","Lodzkie","10","8","PRIMARY COMPLETED"
"MALE","1951","Lubelskie","9","10","SECONDARY VOCATIONAL"
"FEMALE","1986","Lubelskie","14","12","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1937","Lubelskie","5","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1956","Lubelskie","22","2","VOCATIONAL"
"MALE","1972","Lubuskie","17","6","SECONDARY VOCATIONAL"
"FEMALE","1973","Lubuskie","3","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1955","Lubuskie","11","12","PRIMARY COMPLETED"
"FEMALE","1966","Lubuskie","2","10","SECONDARY VOCATIONAL"
"FEMALE","1989","Lubuskie","2","12","SECONDARY GENERAL"
"FEMALE","1962","Lubuskie","15","2","POST-SECONDARY"
"FEMALE","1960","Lubuskie","10","10","SECONDARY VOCATIONAL"
"MALE","1931","Lubuskie","10","6","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1937","Lubuskie","6","9","PRIMARY COMPLETED"
"MALE","1935","Lubuskie","3","7","VOCATIONAL"
"FEMALE","1966","Malopolskie","6","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1981","Malopolskie","17","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1960","Malopolskie","27","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1966","Malopolskie","24","11","SECONDARY GENERAL"
"MALE","1958","Malopolskie","20","4","VOCATIONAL"
"FEMALE","1965","Malopolskie","26","11","VOCATIONAL"
"FEMALE","1962","Malopolskie","27","5","HIGHER WITH WITH AT LEAST DOCTOR`S DEGREE"
"MALE","1951","Mazowieckie","26","2","VOCATIONAL"
"FEMALE","1937","Mazowieckie","3","9","PRIMARY COMPLETED"
"FEMALE","1947","Mazowieckie","1","11","VOCATIONAL"
"MALE","1951","Mazowieckie","17","7","VOCATIONAL"
"MALE","1986","Mazowieckie","14","1","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1989","Mazowieckie","27","11","SECONDARY VOCATIONAL"
"FEMALE","1982","Mazowieckie","14","7","VOCATIONAL"
"FEMALE","1980","Mazowieckie","27","1","VOCATIONAL"
"FEMALE","1964","Mazowieckie","24","11","VOCATIONAL"
"FEMALE","1945","Opolskie","16","3","VOCATIONAL"
"MALE","1959","Opolskie","24","8","VOCATIONAL"
"MALE","1948","Podkarpackie","3","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1947","Podkarpackie","4","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1944","Podkarpackie","21","3","SECONDARY VOCATIONAL"
"MALE","1941","Podkarpackie","31","3","PRIMARY COMPLETED"
"FEMALE","1984","Podkarpackie","6","1","SECONDARY VOCATIONAL"
"MALE","1988","Podkarpackie","12","3","SECONDARY GENERAL"
"MALE","1991","Podkarpackie","22","4","GRAMMAR"
"FEMALE","1965","Podlaskie","17","1","VOCATIONAL"
"FEMALE","1936","Podlaskie","2","8","POST-SECONDARY"
"MALE","1991","Podlaskie","7","4","SECONDARY GENERAL"
"MALE","1935","Pomorskie","9","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1931","Pomorskie","20","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1946","Pomorskie","23","9","SECONDARY GENERAL"
"MALE","1992","Pomorskie","23","11","GRAMMAR"
"MALE","1982","Pomorskie","3","5","VOCATIONAL"
"MALE","1956","Slaskie","3","11","VOCATIONAL"
"FEMALE","1928","Slaskie","23","8","SECONDARY VOCATIONAL"
"MALE","1967","Slaskie","30","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1971","Slaskie","5","5","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1963","Slaskie","6","10","SECONDARY VOCATIONAL"
"MALE","1962","Slaskie","4","4","SECONDARY VOCATIONAL"
"FEMALE","1961","Swietokrzyskie","29","4","VOCATIONAL"
"FEMALE","1938","Swietokrzyskie","26","11","PRIMARY COMPLETED"
"FEMALE","1971","Warminsko-mazurskie","7","10","SECONDARY VOCATIONAL"
"MALE","1979","Warminsko-mazurskie","20","5","PRIMARY COMPLETED"
"MALE","1990","Wielkopolskie","30","12","SECONDARY GENERAL"
"MALE","1949","Wielkopolskie","1","9","SECONDARY VOCATIONAL"
"MALE","1993","Wielkopolskie","11","5","GRAMMAR"
"MALE","1978","Wielkopolskie","10","6","VOCATIONAL"
"FEMALE","1961","Wielkopolskie","15","3","VOCATIONAL"
"MALE","1949","Wielkopolskie","18","2","VOCATIONAL"
"MALE","1951","Wielkopolskie","5","4","VOCATIONAL"
"FEMALE","1940","Wielkopolskie","8","10","PRIMARY COMPLETED"
"FEMALE","1963","Wielkopolskie","23","4","PRIMARY COMPLETED"
"MALE","1948","Zachodnio-pomorskie","13","8","SECONDARY VOCATIONAL"
"FEMALE","1964","Zachodnio-pomorskie","3","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1979","Dolnoslaskie","7","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1953","Dolnoslaskie","20","11","SECONDARY VOCATIONAL"
"FEMALE","1980","Dolnoslaskie","3","9","SECONDARY VOCATIONAL"
"FEMALE","1974","Dolnoslaskie","20","1","POST-SECONDARY"
"FEMALE","1976","Dolnoslaskie","24","10","VOCATIONAL"
"FEMALE","1948","Dolnoslaskie","21","3","VOCATIONAL"
"FEMALE","1952","Dolnoslaskie","8","9","POST-SECONDARY"
"FEMALE","1948","Dolnoslaskie","6","12","SECONDARY GENERAL"
"FEMALE","1937","Dolnoslaskie","10","9","SECONDARY VOCATIONAL"
"FEMALE","1950","Dolnoslaskie","23","7","PRIMARY COMPLETED"
"MALE","1989","Dolnoslaskie","18","3","GRAMMAR"
"FEMALE","1945","Dolnoslaskie","17","9","SECONDARY GENERAL"
"FEMALE","1952","Dolnoslaskie","30","1","VOCATIONAL"
"FEMALE","1950","Dolnoslaskie","4","4","SECONDARY VOCATIONAL"
"FEMALE","1982","Dolnoslaskie","4","10","SECONDARY GENERAL"
"FEMALE","1966","Kujawsko-pomorskie","6","11","PRIMARY COMPLETED"
"FEMALE","1966","Kujawsko-pomorskie","23","8","VOCATIONAL"
"MALE","1991","Kujawsko-pomorskie","26","7","SECONDARY VOCATIONAL"
"MALE","1947","Kujawsko-pomorskie","3","12","SECONDARY VOCATIONAL"
"MALE","1946","Kujawsko-pomorskie","20","8","VOCATIONAL"
"MALE","1970","Kujawsko-pomorskie","28","5","SECONDARY GENERAL"
"FEMALE","1976","Kujawsko-pomorskie","15","7","VOCATIONAL"
"MALE","1960","Kujawsko-pomorskie","7","6","VOCATIONAL"
"MALE","1936","Kujawsko-pomorskie","17","1","PRIMARY COMPLETED"
"MALE","1990","Kujawsko-pomorskie","15","8","VOCATIONAL"
"MALE","1951","Kujawsko-pomorskie","23","10","VOCATIONAL"
"MALE","1960","Kujawsko-pomorskie","23","12","VOCATIONAL"
"FEMALE","1964","Kujawsko-pomorskie","16","2","VOCATIONAL"
"FEMALE","1994","Kujawsko-pomorskie","11","1","GRAMMAR"
"FEMALE","1947","Kujawsko-pomorskie","23","4","VOCATIONAL"
"MALE","1976","Lodzkie","2","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1987","Lodzkie","25","7","SECONDARY VOCATIONAL"
"MALE","1972","Lodzkie","25","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1948","Lodzkie","30","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1942","Lodzkie","11","4","VOCATIONAL"
"MALE","1938","Lodzkie","20","8","VOCATIONAL"
"FEMALE","1931","Lodzkie","2","2","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1962","Lodzkie","23","2","VOCATIONAL"
"FEMALE","1984","Lodzkie","17","7","SECONDARY VOCATIONAL"
"FEMALE","1957","Lodzkie","25","2","PRIMARY COMPLETED"
"MALE","1946","Lodzkie","3","5","PRIMARY COMPLETED"
"FEMALE","1933","Lodzkie","26","9","PRIMARY COMPLETED"
"MALE","1973","Lodzkie","21","7","VOCATIONAL"
"FEMALE","1974","Lodzkie","23","6","SECONDARY VOCATIONAL"
"MALE","1965","Lodzkie","31","8","VOCATIONAL"
"FEMALE","1932","Lodzkie","17","4","PRIMARY COMPLETED"
"MALE","1953","Lodzkie","2","8","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1926","Lodzkie","22","8","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1947","Lodzkie","15","2","PRIMARY COMPLETED"
"FEMALE","1949","Lodzkie","3","5","VOCATIONAL"
"MALE","1991","Lodzkie","20","10","VOCATIONAL"
"MALE","1970","Lodzkie","31","5","SECONDARY VOCATIONAL"
"FEMALE","1950","Lodzkie","23","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1968","Lubelskie","22","3","SECONDARY VOCATIONAL"
"MALE","1993","Lubelskie","26","5","GRAMMAR"
"FEMALE","1960","Lubelskie","29","5","VOCATIONAL"
"MALE","1956","Lubelskie","10","12","VOCATIONAL"
"MALE","1994","Lubelskie","30","6","GRAMMAR"
"FEMALE","1954","Lubelskie","20","3","PRIMARY COMPLETED"
"MALE","1947","Lubelskie","9","5","PRIMARY COMPLETED"
"FEMALE","1971","Lubelskie","2","9","VOCATIONAL"
"FEMALE","1921","Lubelskie","21","9","PRIMARY COMPLETED"
"MALE","1964","Lubelskie","20","5","VOCATIONAL"
"MALE","1963","Lubuskie","28","1","SECONDARY VOCATIONAL"
"FEMALE","1929","Lubuskie","15","6","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1978","Lubuskie","25","12","SECONDARY VOCATIONAL"
"MALE","1941","Lubuskie","17","8","POST-SECONDARY"
"FEMALE","1954","Lubuskie","15","2","SECONDARY VOCATIONAL"
"FEMALE","1994","Lubuskie","19","7","GRAMMAR"
"FEMALE","1967","Lubuskie","10","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1944","Lubuskie","15","7","PRIMARY COMPLETED"
"FEMALE","1956","Lubuskie","23","11","SECONDARY VOCATIONAL"
"FEMALE","1940","Lubuskie","2","2","PRIMARY COMPLETED"
"MALE","1937","Lubuskie","20","4","SECONDARY VOCATIONAL"
"MALE","1995","Lubuskie","29","8","PRIMARY COMPLETED"
"FEMALE","1990","Lubuskie","20","6","SECONDARY VOCATIONAL"
"FEMALE","1991","Lubuskie","11","11","VOCATIONAL"
"MALE","1959","Lubuskie","19","8","VOCATIONAL"
"FEMALE","1993","Lubuskie","27","4","GRAMMAR"
"FEMALE","1935","Lubuskie","25","2","PRIMARY COMPLETED"
"MALE","1987","Lubuskie","8","8","VOCATIONAL"
"MALE","1971","Lubuskie","25","11","VOCATIONAL"
"MALE","1993","Lubuskie","3","2","GRAMMAR"
"MALE","1957","Lubuskie","17","3","VOCATIONAL"
"FEMALE","1944","Lubuskie","15","7","PRIMARY COMPLETED"
"FEMALE","1963","Lubuskie","4","1","VOCATIONAL"
"MALE","1962","Lubuskie","8","3","VOCATIONAL"
"FEMALE","1956","Lubuskie","8","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Lubuskie","9","7","PRIMARY COMPLETED"
"FEMALE","1972","Malopolskie","21","3","SECONDARY VOCATIONAL"
"FEMALE","1935","Malopolskie","21","7","PRIMARY COMPLETED"
"MALE","1983","Malopolskie","19","11","SECONDARY VOCATIONAL"
"FEMALE","1939","Malopolskie","22","9","PRIMARY COMPLETED"
"FEMALE","1970","Malopolskie","24","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1977","Malopolskie","11","5","SECONDARY VOCATIONAL"
"MALE","1967","Malopolskie","11","6","SECONDARY VOCATIONAL"
"FEMALE","1966","Malopolskie","9","8","SECONDARY VOCATIONAL"
"MALE","1969","Malopolskie","17","6","VOCATIONAL"
"MALE","1972","Malopolskie","22","2","VOCATIONAL"
"MALE","1972","Malopolskie","8","5","VOCATIONAL"
"MALE","1966","Malopolskie","12","10","SECONDARY VOCATIONAL"
"MALE","1936","Malopolskie","4","7","PRIMARY COMPLETED"
"MALE","1944","Malopolskie","2","1","PRIMARY COMPLETED"
"MALE","1957","Malopolskie","16","12","VOCATIONAL"
"MALE","1953","Malopolskie","12","5","PRIMARY COMPLETED"
"MALE","1958","Malopolskie","26","2","SECONDARY VOCATIONAL"
"FEMALE","1935","Malopolskie","18","10","PRIMARY COMPLETED"
"FEMALE","1970","Malopolskie","29","4","VOCATIONAL"
"FEMALE","1939","Malopolskie","29","9","PRIMARY COMPLETED"
"FEMALE","1995","Malopolskie","10","2","PRIMARY COMPLETED"
"MALE","1941","Malopolskie","16","1","PRIMARY COMPLETED"
"MALE","1951","Malopolskie","27","2","VOCATIONAL"
"FEMALE","1988","Malopolskie","27","6","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1994","Malopolskie","6","1","GRAMMAR"
"FEMALE","1965","Malopolskie","13","4","VOCATIONAL"
"MALE","1983","Malopolskie","17","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1954","Malopolskie","25","3","SECONDARY GENERAL"
"FEMALE","1959","Malopolskie","8","2","SECONDARY VOCATIONAL"
"FEMALE","1979","Mazowieckie","13","8","SECONDARY VOCATIONAL"
"MALE","1937","Mazowieckie","17","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1990","Mazowieckie","10","12","SECONDARY GENERAL"
"MALE","1957","Mazowieckie","2","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1960","Mazowieckie","29","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1946","Mazowieckie","1","9","SECONDARY GENERAL"
"FEMALE","1959","Mazowieckie","23","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1928","Mazowieckie","16","8","SECONDARY VOCATIONAL"
"FEMALE","1970","Mazowieckie","12","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1956","Mazowieckie","16","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1977","Mazowieckie","18","11","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1944","Mazowieckie","20","10","VOCATIONAL"
"FEMALE","1952","Mazowieckie","21","2","VOCATIONAL"
"FEMALE","1956","Mazowieckie","19","4","VOCATIONAL"
"FEMALE","1960","Mazowieckie","25","3","VOCATIONAL"
"FEMALE","1954","Mazowieckie","15","11","POST-SECONDARY"
"FEMALE","1933","Mazowieckie","1","1","PRIMARY COMPLETED"
"FEMALE","1953","Mazowieckie","15","6","VOCATIONAL"
"FEMALE","1994","Mazowieckie","10","4","GRAMMAR"
"MALE","1956","Mazowieckie","30","5","PRIMARY COMPLETED"
"FEMALE","1986","Mazowieckie","24","10","VOCATIONAL"
"FEMALE","1979","Mazowieckie","29","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1993","Mazowieckie","23","6","GRAMMAR"
"MALE","1979","Mazowieckie","25","8","VOCATIONAL"
"FEMALE","1957","Mazowieckie","10","3","PRIMARY COMPLETED"
"FEMALE","1991","Mazowieckie","8","8","SECONDARY GENERAL"
"MALE","1957","Mazowieckie","15","7","SECONDARY VOCATIONAL"
"FEMALE","1929","Mazowieckie","6","8","PRIMARY COMPLETED"
"MALE","1984","Mazowieckie","26","4","VOCATIONAL"
"FEMALE","1968","Mazowieckie","3","3","PRIMARY COMPLETED"
"FEMALE","1949","Mazowieckie","6","10","PRIMARY COMPLETED"
"MALE","1953","Mazowieckie","30","9","PRIMARY COMPLETED"
"FEMALE","1933","Opolskie","28","6","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1937","Opolskie","15","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1976","Opolskie","2","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1961","Opolskie","29","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1983","Opolskie","1","5","SECONDARY VOCATIONAL"
"FEMALE","1975","Opolskie","8","12","SECONDARY GENERAL"
"FEMALE","1940","Opolskie","25","8","PRIMARY COMPLETED"
"MALE","1962","Opolskie","30","3","SECONDARY VOCATIONAL"
"MALE","1966","Opolskie","10","6","VOCATIONAL"
"MALE","1981","Opolskie","10","4","VOCATIONAL"
"FEMALE","1968","Opolskie","15","11","VOCATIONAL"
"FEMALE","1950","Podkarpackie","30","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1978","Podkarpackie","8","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1992","Podkarpackie","11","12","GRAMMAR"
"FEMALE","1928","Podkarpackie","4","4","PRIMARY COMPLETED"
"MALE","1990","Podkarpackie","23","10","SECONDARY VOCATIONAL"
"FEMALE","1988","Podkarpackie","13","1","SECONDARY GENERAL"
"FEMALE","1989","Podkarpackie","5","9","SECONDARY GENERAL"
"FEMALE","1937","Podkarpackie","26","1","SECONDARY VOCATIONAL"
"FEMALE","1948","Podkarpackie","7","6","SECONDARY GENERAL"
"MALE","1933","Podkarpackie","29","6","PRIMARY COMPLETED"
"MALE","1954","Podkarpackie","15","3","VOCATIONAL"
"FEMALE","1945","Podkarpackie","26","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1988","Podkarpackie","25","9","SECONDARY VOCATIONAL"
"MALE","1972","Podkarpackie","12","8","VOCATIONAL"
"FEMALE","1987","Podkarpackie","26","3","SECONDARY VOCATIONAL"
"FEMALE","1955","Podkarpackie","7","6","SECONDARY VOCATIONAL"
"FEMALE","1955","Podkarpackie","10","8","VOCATIONAL"
"FEMALE","1986","Podkarpackie","29","3","VOCATIONAL"
"MALE","1964","Podkarpackie","25","4","VOCATIONAL"
"FEMALE","1955","Podkarpackie","11","12","VOCATIONAL"
"MALE","1990","Podkarpackie","20","3","SECONDARY VOCATIONAL"
"FEMALE","1955","Podkarpackie","13","1","VOCATIONAL"
"FEMALE","1932","Podkarpackie","6","11","SECONDARY GENERAL"
"MALE","1993","Podkarpackie","2","6","GRAMMAR"
"FEMALE","1966","Podkarpackie","6","11","VOCATIONAL"
"MALE","1943","Podkarpackie","8","7","PRIMARY COMPLETED"
"FEMALE","1949","Podkarpackie","21","2","VOCATIONAL"
"FEMALE","1965","Podkarpackie","14","2","SECONDARY VOCATIONAL"
"FEMALE","1973","Podkarpackie","12","5","PRIMARY COMPLETED"
"MALE","1969","Podkarpackie","12","2","VOCATIONAL"
"MALE","1959","Podkarpackie","18","4","PRIMARY COMPLETED"
"FEMALE","1973","Podkarpackie","6","6","SECONDARY VOCATIONAL"
"MALE","1972","Podkarpackie","2","6","VOCATIONAL"
"MALE","1986","Podlaskie","27","1","VOCATIONAL"
"FEMALE","1955","Podlaskie","27","1","SECONDARY VOCATIONAL"
"MALE","1965","Podlaskie","2","1","SECONDARY GENERAL"
"FEMALE","1971","Podlaskie","11","4","SECONDARY GENERAL"
"MALE","1994","Podlaskie","20","5","GRAMMAR"
"FEMALE","1930","Podlaskie","25","1","PRIMARY COMPLETED"
"MALE","1976","Podlaskie","9","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1954","Podlaskie","14","7","PRIMARY COMPLETED"
"FEMALE","1972","Podlaskie","2","4","VOCATIONAL"
"FEMALE","1992","Podlaskie","10","3","GRAMMAR"
"FEMALE","1941","Pomorskie","3","5","SECONDARY VOCATIONAL"
"FEMALE","1989","Pomorskie","10","8","SECONDARY GENERAL"
"FEMALE","1949","Pomorskie","1","1","SECONDARY GENERAL"
"MALE","1940","Pomorskie","25","3","VOCATIONAL"
"FEMALE","1979","Pomorskie","5","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1980","Pomorskie","30","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1968","Pomorskie","12","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1950","Pomorskie","21","7","PRIMARY COMPLETED"
"MALE","1979","Pomorskie","16","4","VOCATIONAL"
"MALE","1989","Pomorskie","29","5","SECONDARY GENERAL"
"FEMALE","1956","Pomorskie","21","2","SECONDARY VOCATIONAL"
"FEMALE","1991","Pomorskie","22","10","GRAMMAR"
"MALE","1951","Pomorskie","23","11","VOCATIONAL"
"FEMALE","1932","Pomorskie","3","5","PRIMARY COMPLETED"
"MALE","1991","Pomorskie","21","8","PRIMARY COMPLETED"
"MALE","1950","Pomorskie","1","11","SECONDARY GENERAL"
"FEMALE","1977","Pomorskie","16","10","SECONDARY VOCATIONAL"
"MALE","1955","Pomorskie","24","11","VOCATIONAL"
"FEMALE","1973","Pomorskie","2","2","PRIMARY COMPLETED"
"MALE","1977","Pomorskie","7","11","PRIMARY COMPLETED"
"FEMALE","1979","Pomorskie","4","5","VOCATIONAL"
"MALE","1975","Pomorskie","14","7","SECONDARY VOCATIONAL"
"MALE","1978","Slaskie","16","3","SECONDARY VOCATIONAL"
"FEMALE","1952","Slaskie","16","3","SECONDARY VOCATIONAL"
"MALE","1960","Slaskie","9","4","POST-SECONDARY"
"FEMALE","1947","Slaskie","24","5","SECONDARY GENERAL"
"FEMALE","1966","Slaskie","7","5","SECONDARY VOCATIONAL"
"FEMALE","1994","Slaskie","13","11","GRAMMAR"
"FEMALE","1927","Slaskie","28","4","VOCATIONAL"
"MALE","1947","Slaskie","8","9","VOCATIONAL"
"MALE","1941","Slaskie","26","10","VOCATIONAL"
"MALE","1959","Slaskie","1","1","VOCATIONAL"
"FEMALE","1937","Slaskie","6","1","PRIMARY COMPLETED"
"FEMALE","1956","Slaskie","16","8","SECONDARY VOCATIONAL"
"FEMALE","1986","Slaskie","27","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1976","Slaskie","1","9","SECONDARY GENERAL"
"MALE","1953","Slaskie","30","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1939","Slaskie","11","1","VOCATIONAL"
"FEMALE","1981","Slaskie","23","2","VOCATIONAL"
"MALE","1954","Slaskie","25","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1989","Slaskie","19","8","GRAMMAR"
"FEMALE","1964","Slaskie","4","5","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1990","Slaskie","2","2","SECONDARY GENERAL"
"MALE","1974","Slaskie","19","7","VOCATIONAL"
"MALE","1980","Slaskie","24","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1969","Slaskie","25","6","VOCATIONAL"
"MALE","1982","Slaskie","20","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1957","Slaskie","13","6","VOCATIONAL"
"FEMALE","1962","Slaskie","24","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1950","Slaskie","23","7","SECONDARY VOCATIONAL"
"MALE","1966","Slaskie","23","11","PRIMARY COMPLETED"
"FEMALE","1993","Slaskie","20","11","GRAMMAR"
"MALE","1947","Slaskie","31","10","VOCATIONAL"
"FEMALE","1953","Slaskie","10","1","VOCATIONAL"
"FEMALE","1951","Slaskie","26","6","PRIMARY COMPLETED"
"MALE","1965","Slaskie","1","3","POST-SECONDARY"
"FEMALE","1963","Slaskie","5","10","SECONDARY VOCATIONAL"
"FEMALE","1990","Slaskie","15","9","SECONDARY GENERAL"
"FEMALE","1930","Slaskie","16","10","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1993","Slaskie","20","11","GRAMMAR"
"FEMALE","1963","Slaskie","2","1","SECONDARY VOCATIONAL"
"MALE","1937","Slaskie","17","9","PRIMARY COMPLETED"
"FEMALE","1933","Slaskie","28","4","PRIMARY COMPLETED"
"MALE","1970","Slaskie","22","7","VOCATIONAL"
"MALE","1960","Slaskie","1","1","VOCATIONAL"
"FEMALE","1938","Slaskie","12","12","PRIMARY COMPLETED"
"FEMALE","1965","Slaskie","15","5","VOCATIONAL"
"MALE","1986","Slaskie","25","9","SECONDARY VOCATIONAL"
"FEMALE","1984","Slaskie","3","3","SECONDARY VOCATIONAL"
"FEMALE","1921","Slaskie","31","1","PRIMARY COMPLETED"
"FEMALE","1942","Slaskie","1","1","SECONDARY GENERAL"
"MALE","1994","Swietokrzyskie","13","9","GRAMMAR"
"MALE","1983","Swietokrzyskie","22","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1957","Swietokrzyskie","10","1","VOCATIONAL"
"FEMALE","1948","Swietokrzyskie","4","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Swietokrzyskie","15","8","SECONDARY VOCATIONAL"
"MALE","1956","Swietokrzyskie","13","3","VOCATIONAL"
"FEMALE","1964","Swietokrzyskie","31","5","SECONDARY VOCATIONAL"
"MALE","1938","Swietokrzyskie","20","9","PRIMARY COMPLETED"
"FEMALE","1970","Swietokrzyskie","8","10","SECONDARY VOCATIONAL"
"FEMALE","1935","Swietokrzyskie","5","2","PRIMARY COMPLETED"
"FEMALE","1969","Swietokrzyskie","30","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1969","Swietokrzyskie","5","4","SECONDARY VOCATIONAL"
"FEMALE","1979","Swietokrzyskie","28","5","VOCATIONAL"
"MALE","1949","Swietokrzyskie","5","11","VOCATIONAL"
"MALE","1970","Swietokrzyskie","26","6","SECONDARY VOCATIONAL"
"FEMALE","1987","Swietokrzyskie","2","4","SECONDARY GENERAL"
"MALE","1965","Warminsko-mazurskie","18","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1990","Warminsko-mazurskie","13","4","GRAMMAR"
"FEMALE","1949","Warminsko-mazurskie","9","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1987","Warminsko-mazurskie","22","7","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1994","Warminsko-mazurskie","24","10","GRAMMAR"
"FEMALE","1956","Warminsko-mazurskie","11","7","SECONDARY VOCATIONAL"
"MALE","1977","Warminsko-mazurskie","15","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1948","Warminsko-mazurskie","5","4","PRIMARY COMPLETED"
"FEMALE","1949","Warminsko-mazurskie","22","11","VOCATIONAL"
"FEMALE","1955","Warminsko-mazurskie","1","1","VOCATIONAL"
"FEMALE","1972","Warminsko-mazurskie","26","1","PRIMARY COMPLETED"
"FEMALE","1987","Warminsko-mazurskie","30","1","VOCATIONAL"
"FEMALE","1994","Warminsko-mazurskie","1","3","GRAMMAR"
"MALE","1965","Warminsko-mazurskie","11","3","PRIMARY COMPLETED"
"FEMALE","1931","Wielkopolskie","3","9","SECONDARY GENERAL"
"FEMALE","1972","Wielkopolskie","25","7","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
